sentence,label
"that in the future, corporations committing such crimes are brought to justice","claim"
".","other"
"It's going to get worse for French Muslims.","other"
"The attack on the Charlie Hebdo office was one of the deadliest attacks against civilians in France since 1980 and the most serious waged against a newspaper since the war in Algeria","claim"
".","other"
"Twelve people were killed by men armed with Kalashnikovs at the headquarters of this satirical weekly in Paris","premise"
".","other"
"Could this attack have been motivated by the editorial slant of the newspaper","other"
"that has been subject to threats?	m-question","claim"
"Could this attack have been perpetrated by foreign groups","claim"
"to ''punish'' France	modd-NU","claim"
"for its commitment in Mali or Chad?	m-question","claim"
"Police in France have identified and released the photographs of two brothers suspected","claim"
"to be involved in the attack","premise"
"while	Modd-NU","premise"
"early speculation focused on the premise	Modd-NU","premise"
"that Muslim extremists were behind the dreadful act, especially given the magazine's long history of","premise"
"satirising Islam and other religions","claim"
".","other"
"The two brothers have been identified as 32-year-old Said Kouachi and 34-year-old Cherif Kouachi","premise"
".","other"
"This attack must be condemned with the utmost firmness and its perpetrators arrested and convicted","claim"
".","other"
"Nothing can justify such an act","other"
";","other"
"whatever","other"
"the reasons","other"
",","other"
"whoever the perpetrators","claim"
".","other"
"But we also have","other"
"to understand the context","claim"
",","other"
"as	Modd-NU","other"
"this aggression could arouse dangerous reactions within French society","claim"
".","other"
"Charlie Hebdo was founded in February 1969","premise"
".","other"
"It was then politically positioned on the extreme left with anarchist tendencies and a taste for provocation","claim"
".","other"
"In November 1970, following the death of General de Gaulle, it published a cover with the headline: ''Tragic prom in Colombey [de Gaulle's city of origin], one dead''","premise"
",","other"
"which resulted in","other"
"it being banned by the Ministry of Interior","premise"
".","other"
"But since 2000, under its new editor Philippe Val, Charlie Hebdo shifted direction","other"
",","other"
"taking a stand against the Palestinians and supporting the Israeli aggression against Lebanon in 2006","premise"
"...","other"
"This came during the second Intifada","claim"
".","other"
"At the same time	Modd-NU","other"
",	Modd-NU","other"
"the newspaper started","other"
"to launch Islamophobic campaigns","claim"
".","other"
"In 2006, it republished the cartoons of the Prophet Muhammad","other"
"that were previously published in Denmark","premise"
".","other"
"A number of intellectuals then pointed out","other"
"that while","other"
"in France we cannot accept censorship, sometimes","other"
"it can be irresponsible","other"
"to publish drawings","other"
"fuelling sectarian tensions in the country","claim"
".","other"
"In March 2006, Val signed ''The Twelve's Manifesto: Together Against the New Totalitarianism'' published in the weekly magazine L'Express, by Bernard-Henri Levy, Caroline Fourest, and Antoine Sfeir","premise"
".","other"
"''After","other"
"having overcome Fascism, Nazism and Stalinism","other"
",","other"
"the world now faces a new global threat of a totalitarian nature","other"
":","other"
"Islamism","other"
".","other"
"We - writers, journalists and intellectuals - call for resistance against religious totalitarianism and","other"
"to promote freedom, equal opportunity and secular values for all.''","premise"
"But these positions divided","premise"
"the team and several members resigned","claim"
".","other"
"While","other"
"claiming","other"
"to stand for press freedom","other"
",","other"
"Charlie Hebdo dismissed one of its star cartoonists, Sine, due to false accusations of anti-Semitism","premise"
".","other"
"It then came as no surprise","other"
"that","other"
",","other"
"when","other"
"elected","other"
",","other"
"President Nicolas Sarkozy promoted Philippe Val to executive editor of France-Inter (a public radio station)","claim"
".","other"
"Nevertheless","other"
",","other"
"press freedom cannot be compromised","claim"
"and","other"
"the situation currently rocking Paris is all the more condemnable","other"
"showing","other"
"that this could have serious consequences on the internal situation in France","claim"
".","other"
"It may encourage a wave of Islamophobia","other"
"that overwhelms the country","other"
"- as well as other European countries - and could designate Muslims as the ''internal enemy''","claim"
".","other"
"However	Modd-NU","other"
",	Modd-NU","other"
"perhaps it is about time","other"
"to engage in a substantive debate on the ''war against terrorism'' revived by the West and the ''international community'', in the aftermath of the expansion of ISIL","claim"
".","other"
"Assessing the outcomes of such a campaign (more violent actions around the world, finding justifications for attacks on freedom, new anti-terrorism legislation, worsening sectarian tensions, more support for Middle East dictatorships and so on)","other"
",","other"
"isn't it about time","other"
"to change our methods?","claim"
"Remember	imp","claim"
",","other"
"the wave of the Arab Spring uprisings in 2011 and 2012 resulted in a loss of credit for al-Qaeda","claim"
",","other"
"as	Modd-NU","other"
"they paved a path for political and democratic change in Arab countries","claim"
".","other"
"Is it not time to dismantle the CIA?","other"
"It's not","other"
"as if","other"
"we weren't warned about the CIA","claim"
".","other"
"Some 50 years before","other"
"the Senate Intelligence Committee issued its 500-page report on torture","other"
",","other"
"former President Harry Truman published an opinion piece in the Washington Post","other"
"asserting","other"
"that the CIA was out of control","other"
"and calling for it","other"
"to be broken up","premise"
".","other"
"Truman's column appeared on December 22, 1963, a month to the day following US President John F Kennedy's assassination and 11 years after he","other"
"himself moved out of the White House","premise"
".","other"
"Truman argued, as the president","other"
"who authorised its establishment in 1947","other"
",","other"
"that the CIA had strayed from the mission","other"
"he had intended for it","premise"
".","other"
"He had favoured creation of the CIA","other"
"so that a president would have","other"
"one agency providing him with objective foreign intelligence, rather than having","other"
"to rely upon the often conflicting information being served up by the Departments of State, Defense, and others","other"
"who ''slanted","other"
"to conform to established positions of a given department''","premise"
".","other"
"Viewing intelligence gathering as its sole mission","other"
",","other"
"Truman was disturbed ''by the way","other"
"the CIA has been diverted from its original assignment","claim"
".","other"
"It has become an operational and at times a policy-making arm of the government.''","premise"
"He said","premise"
"he had ''never had any thought''","premise"
"that the CIA would involve itself in ''cloak and dagger operations''","premise"
".","other"
"But it had","other"
"which ''has led to trouble and may have compounded our difficulties in several explosive areas''","premise"
".","other"
"It is clearly of some significance","other"
"that Truman published his piece just one month after Kennedy's assassination","claim"
".","other"
"Although	Modd-NU","other"
"there is no evidence","other"
"that Truman was suggesting CIA involvement in the assassination","claim"
",","other"
"it is impossible","other"
"to believe","other"
"that the late president's difficulties with the CIA were far from Truman's mind","claim"
".","other"
"As a former president","other"
"who the Kennedy White House regularly briefed on foreign policy issues and decisions","other"
",","other"
"Truman knew","other"
"how","other"
"the CIA essentially steamrolled Kennedy into the disastrous Bay of Pigs invasion of Cuba (and other anti- Castro actions)","other"
",","other"
"leading","other"
"Kennedy to tell a friend","other"
"that he wanted","other"
"''to splinter the CIA into a thousand pieces and scatter it to the winds''","claim"
".","other"
"Kennedy never had the chance","other"
"to follow up on that idea","claim"
"but","other"
"it was essentially","other"
"what","other"
"Truman suggested a month after Kennedy's death","claim"
".","other"
"Obviously, Truman's recommendation had no effect","claim"
".","other"
"In fact	Modd-NU","other"
",	Modd-NU","other"
"the Washington establishment apparently took action","other"
"to see","other"
"that Truman's piece disappeared almost without a trace (easier in those pre-internet days)","claim"
".","other"
"According to former CIA analyst Ray McGovern, the Washington Post only published the piece in its morning edition","other"
",","other"
"pulling it from view after that (a peculiar way","other"
"to treat an opinion piece by a former president, especially on such a weighty issue)","premise"
".","other"
"McGovern also reports","other"
"that former CIA Director Allen Dulles","other"
",","other"
"who Kennedy fired after the Bay of Pigs debacle","other"
",","other"
"actually flew down to Truman's home in Independence, Missouri","other"
"to get the former president to retract","premise"
".","other"
"Although	Modd-NU","other"
"Dulles reported back to his friends","other"
"that Truman had indeed recanted","premise"
",","other"
"he clearly never did","claim"
".","other"
"In fact	Modd-NU","other"
",	Modd-NU","other"
"six months after","other"
"publishing the column in the Post","other"
",","other"
"Truman wrote to the managing editor of Look Magazine","other"
"that he intended the CIA as an intelligence gathering agency only and not a place","other"
"where","other"
"''strange activities'' would be launched","premise"
".","other"
"No doubt, the Bay of Pigs and Cuba, in general, were not the only examples of CIA interventions","other"
"that disturbed Truman","claim"
".","other"
"In the years between the end of Truman's administration and his Washington Post column, the CIA had orchestrated the overthrow of governments in Iran (1953), Guatemala (1954), Congo (1960), Dominican Republic (1961), South Vietnam (1963), Brazil (1964)","claim"
".","other"
"Within a year following Truman's death, the CIA successfully brought down the Allende government in Chile (1973)","claim"
".","other"
"As for its activities since, its intelligence activities have clearly continued","other"
"to be a low priority","claim"
"(it has gotten","claim"
"Iraq wrong from the start, culminating most recently in its failure","claim"
"to predict the rise of ISIL)","claim"
"while","other"
",","other"
"what","other"
"Truman called its ''cloak and dagger'' operations","other"
",","other"
"have proliferated","claim"
".","other"
"According to historian William Blum","other"
",","other"
"writing in Foreign Policy Journal","other"
",","other"
"in the last 69 years, the CIA has (often in conjunction with the military) ''(1)","other"
"attempted","other"
"to overthrow more than 50 governments","other"
",","other"
"most of which were democratically-elected, (2)","other"
"attempted","other"
"to suppress a populist or nationalist movement in 20","other"
"countries, (3) grossly interfered in democratic elections in at least 30 countries, (4) dropped bombs on the people of more than 30 countries, (5) attempted","other"
"to assassinate more than 50 foreign leaders.''","premise"
"And now there are the horrific reports of torture and, equally appalling, the defense of CIA torture by former CIA driectors, other top CIA officials and, most enthusiastically, former Vice President Dick Cheney","claim"
"who famously told NBC five days after 9/11","claim"
"that it was now time for US intelligence agencies","claim"
"to operate on the ''dark side''","premise"
".","other"
"That is the context of the torture debate","claim"
".","other"
"As","other"
"Truman understood","other"
",","other"
"the CIA was dangerous and should be broken up or, in Kennedy's words, ''splinter[ed] into a thousand pieces and scatter[ed] to the winds''","claim"
".","other"
"That was 50 years and nine presidents ago","claim"
"and","other"
"since John F Kennedy, no president has challenged the CIA","claim"
".","other"
"Perhaps each of them have understood","other"
"there are battles","other"
"that not even a president could win","claim"
".","other"
"Our unkept promise to Afghan women.","other"
"As","other"
"international leaders gathered in London this week","other"
"to discuss Afghanistan","other"
",","other"
"we once again heard familiar proclamations of support for Afghanistan and renewed commitments towards its people, particularly women and girls","claim"
".","other"
"International partners promised","other"
"to continue","other"
"to assist Afghanistan through its ''transformation decade''","other"
",","other"
"but also underlined","other"
"that as","other"
"NATO completes it military mission","other"
",","other"
"they also expect","other"
"the country to stand on its own feet","claim"
".","other"
"This message has its merits","claim"
".","other"
"International donors have been generous in","other"
"giving billions in foreign aid","other"
"to Afghanistan","claim"
".","other"
"Countless lives - foreigners and Afghans - have been lost in the violence","claim"
".","other"
"As","other"
"the military transition completes","other"
",","other"
"Afghanistan is also ushering in a new government, headed by President Ashraf Ghani","premise"
",","other"
"who has visionary ambitions for his country","other"
",","other"
"and has made firm commitments","other"
"to support","other"
"and empower women and girls","claim"
".","other"
"As a regular visitor to the war-torn country, I, too, believe","other"
"that Afghans possess the ingenuity, resilience and desire","other"
"to transform from poverty to prosperity","claim"
".","other"
"There have been remarkable, often unacknowledged, gains in Afghanistan","claim"
".","other"
"For years","other"
",","other"
"as","other"
"the Taliban ruled","other"
",","other"
"Afghanistan was the world's forgotten country","claim"
".","other"
"Human rights abuses were endemic","claim"
"and","other"
"the population shrank","claim"
"as","other"
"millions poured over the borders to Iran and Pakistan as refugees","premise"
".","other"
"Women were kept from schools and employment and forced into early marriages","claim"
".","other"
"Today, many of those refugees have returned home","claim"
".","other"
"Millions of girls are in school","claim"
"and","other"
"record numbers of women are pursuing higher education","claim"
".","other"
"There are accomplished female political leaders, policewomen, judges","claim"
",","other"
"and","other"
"for the first time in its young democracy, Afghanistan has a high-profile and active First Lady","other"
",","other"
"Rula Ghani","other"
",","other"
"championing the rights of Afghanistan's","other"
"internally displaced","premise"
".","other"
"Unfinished business","other"
".","other"
"But","other"
"as","other"
"we acknowledge progress","other"
",","other"
"we must also accept","other"
"we have unfinished business in Afghanistan","claim"
".","other"
"There is no quick fix for the devastation of 40 years of war","claim"
",","other"
"and","other"
"the Afghan people are still struggling","claim"
".","other"
"As	Modd-NU","other"
"foreign troops prepare","other"
"to leave","claim"
",","other"
"my organisation, the Norwegian Refugee Council, is expanding its humanitarian programmes","other"
"to assist growing numbers of internally displaced persons","claim"
".","other"
"In 2014 alone, 120,000 Afghans have fled their homes and communities because of violence","premise"
".","other"
"These displaced Afghans, often in need of urgent assistance, typically flock to Kabul and other cities","other"
"where","other"
"they believe","other"
"support will be available for them","claim"
".","other"
"Yet	Modd-NU","other"
",	Modd-NU","other"
"walk around the overcrowded, ramshackle dwellings","other"
",","other"
"as","other"
"I did late last year","other"
",","other"
"and","other"
"it is clear","other"
"to see","other"
"that their needs are not being met","claim"
".","other"
"On the contrary","other"
",","other"
"they are growing, with women almost always suffering the most","claim"
".","other"
"Afghan women","other"
"I met","other"
"told me","other"
"how","other"
"their priority is","other"
"to find a safe place","other"
"to live in a land still beleaguered by violence","premise"
".","other"
"They spoke","other"
"of the enormous challenges they faced for members of their families","other"
"to find jobs or earn an adequate income in a country","other"
"where","other"
"more than a third already live under the poverty line","claim"
".","other"
"Many shared with me the worries","other"
"they have about","other"
"being able","other"
"to put food on the table for their families","premise"
",","other"
"a concern all the more alarming","other"
"given","other"
"that 1.2 million of the country's children presently suffer from malnutrition","premise"
".","other"
"Women without the support of male family members; those widowed, abandoned","other"
",","other"
"who have escaped abuse or care for a disabled husband","other"
",","other"
"are particularly vulnerable","claim"
".","other"
"As","other"
"there can be no quick fix for war","claim"
",","other"
"there is no easy solution for decades of women's rights abuses","claim"
".","other"
"Women are much more likely","other"
"to be more disadvantaged than their husband or brother","claim"
",","other"
"and","other"
"many face extreme poverty, physical and psychological violence, illiteracy and discrimination in all facets of life","claim"
".","other"
"There are still deeply entrenched social stigmas towards women working or pursuing education","claim"
".","other"
"Unaware of rights","other"
".","other"
"Many Afghan women are not aware of their rights","claim"
"and","other"
"their voices are too rarely heard","claim"
".","other"
"I am proud","other"
"that the Norwegian Refugee Council works directly with thousands of women at a community level","other"
"to educate them about their legal rights, and help","other"
"them navigate systems and processes","other"
"that still too often discriminate against them","premise"
".","other"
"And yet	Modd-NU","other"
",	Modd-NU","other"
"despite these needs, despite the tenuous gains in women's rights, international humanitarian support","other"
"to help Afghanistan","other"
"is actually declining","claim"
".","other"
"In 2014, the UN lowered its humanitarian appeal by 14 percent, in recognition","other"
"that donors would not provide adequate funding for a larger appeal","premise"
".","other"
"The US - by far the largest donor - halved its development aid in 2014","premise"
".","other"
"In August, the World Food Programme announced","other"
"that a $40m funding shortfall meant","other"
"that they were forced","other"
"to cut food rations","premise"
",","other"
"meaning food shortages","other"
"are likely","other"
"to grow","claim"
".","other"
"We hear all too often","other"
"that girls' schools are facing closure because of lack of future funding","claim"
".","other"
"In many respects, the realities in Afghanistan today have been an uneasy backdrop to the London Conference","claim"
".","other"
"While","other"
"international partners have again committed","other"
"to support Afghanistan","claim"
",","other"
"this must be matched with donors making real, long-term contributions","claim"
".","other"
"For","other"
"Afghanistan to be the country of prosperity, freedom and safety","other"
"we want","other"
"it to be","other"
",","other"
"and","other"
"with full support for women's rights, international governments must produce a set of genuine commitments and pledges, including","other"
"addressing the most pressing humanitarian needs","claim"
".","other"
"Ordinary Afghans, women in particular, must be reassured","other"
"that ''transformation'' doesn't equate to a reduction in the world's interest or concern for their lives","claim"
".","other"
"We have no excuses","claim"
":","other"
"We know","other"
"what","other"
"needs","other"
"to be done","claim"
".","other"
"Lebanon has just done the unthinkable.","other"
"Lebanon has just done the apparently unthinkable and placed visa control on the entry of Syrians into the country","claim"
".","other"
"Before","other"
",","other"
"the situation was effectively a free flow","other"
"that had resulted in Syrians, mostly refugees, amounting today to 20 percent of the population on Lebanese soil","premise"
".","other"
"Imagine 12 million French in the UK today","claim"
".","other"
"The Lebanese government has assured international agencies","other"
"that it will still permit and facilitate humanitarian cases","premise"
",","other"
"but","other"
"the step is a telling one","claim"
".","other"
"The real story behind this is the annihilation of borders from Baghdad to Beirut","claim"
".","other"
"ISIL is one stark and ugly manifestation of","other"
"that reality but so are the refugees, a tragic event","other"
"that has also affected Turkey and Jordan","claim"
".","other"
"This zone","other"
"that once facilitated trade","other"
"is now closer to scenes from Road Warrior - or the sad march of the displaced","claim"
".","other"
"The disintegration of Sykes Picot has blurred nation-states","claim"
"as","other"
"cross border allegiances fight it out on a series of fronts and through a myriad of forces","other"
"from Jubhat al-Nusra, Shia militias, Peshmergas, to the Lebanese Armed forces to the now infamous ISIL","claim"
".","other"
"Borders don't seem","other"
"to mean much in this Middle East","claim"
",","other"
"if","other"
"they ever did	cond","claim"
".","other"
"The refugees are the terrible consequence and victims of these conflicts","other"
"that plague this area","claim"
".","other"
"The best response to them is not visas but a proper joint response by the Lebanese government assisted by international insititutions","claim"
".","other"
"The reality however is","other"
"that the former is incapable","claim"
",","other"
"and","other"
"the latter insufficiently funded","other"
"to deal with such a massive influx","claim"
".","other"
"As a result, many refugees are living in terrible conditions","claim"
".","other"
"The other harsh reality is","other"
"that the Lebanese government has said","other"
"that this will not affect Syrian ''visitors'' to Lebanon","premise"
".","other"
"There are six classes of visitors in the new system","claim"
"and","other"
"the Syrian middle class and rich are unlikley","other"
"to be affected","claim"
".","other"
"Walid Jumblatt stated","other"
"that his country should differentiate between ''refugees","other"
"who are fleeing death and destruction in Syria","other"
"after","other"
"they lost their homes,''","other"
"and those","other"
"who intend","other"
"to be politically active","premise"
",","other"
"but","other"
"the reality is","other"
"that the poorest will be most affected","claim"
".","other"
"Indeed	cond","other"
",	cond","other"
"it's a large question mark","other"
"whether","other"
"Lebanon has the capacity","other"
"to even implement the measure","other"
"it has just taken","claim"
".","other"
"The Syrian presence in Lebanon is so pervasive","other"
"it may well be impossible","other"
"to manage the situation","other"
",","other"
"except","other"
"to manage some future inflow","claim"
".","other"
"Furthermore	Modd-NU","other"
",	Modd-NU","other"
"the idea of Lebanon, a country barely treading water, being able","other"
"to manage such a problem","other"
"is unrealistic","claim"
".","other"
"Only a regional and international effort of significance can manage such a scale","claim"
",","other"
"and","other"
"regional powers are busy","other"
"carving their fiefdoms and creating the very problem rather than solving it","claim"
".","other"
"The plight of the refugees is key","claim"
"but","other"
"it is also important","other"
"to perceive this event from the perspective of the host country; a small nation with very poor governance and infrastructure in the midst of regional turmoil","claim"
".","other"
"In a way, this is Lebanon's very small response to the erosion of Sykes Picot","claim"
".","other"
"Syrians are indeed everywhere in Lebanon","claim"
".","other"
"In Beirut, and in every village and town one visits","claim"
".","other"
"Flights from Beirut to Europe are one-third to half full of Syrians","claim"
".","other"
"Indeed	Modd-NU","other"
",	Modd-NU","other"
"given this massive presence and Lebanon's already poor infrastructure and socio-economic state, it is an achievement","other"
"that the Syrian crisis has not led to further deterioration in the country","claim"
".","other"
"The relations in Lebanon between the two peoples, despite some racism and ugly incidents, could have been far worse","claim"
".","other"
"Until now	Modd-NU","other"
",	Modd-NU","other"
"Lebanese hosting of the refugees is characterised by neither generosity nor enmity, but by a passive acceptance of fate","claim"
".","other"
"This is partially driven by the fact","other"
"that Syrians are culturally and linguistically akin","claim"
",","other"
"and","other"
"some sectors of the Lebanese economy, e.g  construction, remain highly dependent on Syrian workers","claim"
".","other"
"How","other"
"this will square with the new visa","other"
"rules is unknown","claim"
".","other"
"More importantly, this step can be seen as part of a series of recent indirect actions","other"
"that attempt","other"
"to strengthen the Lebanese state, or at least make the pretense of","other"
"doing so","claim"
".","other"
"Minister of Health Abu Faour has been on an intense and mediatic campaign","other"
"to clean up the food industry in Lebanon","other"
",","other"
"cracking down restaurants, slaughterhouses, and airport storage sites","premise"
".","other"
"Despite complaints","other"
",","other"
"this clean up","other"
",","other"
"if","other"
"it lasts","other"
",","other"
"is a welcome step for Lebanese","claim"
";","other"
"it is national, potentially affects everyone positively, and is an act of government","claim"
".","other"
"Second","other"
",","other"
"in an echo of the Nahr el-Bared campaign, the Lebanese army is taking responsibility in the Northern Bekaa and Hermel areas against the radical groups","premise"
"who are effectively fighting the Syrian war on Lebanese soil","claim"
".","other"
"Pride in the Lebanese army is rising","claim"
".","other"
"There are also rumours","other"
"that the Lebanese government will also take on the murderous Indie-500 speeders on Lebanse highways in the spring","claim"
".","other"
"If	cond","other"
"this does occur in addition to bold step of visas for Syrians	cond","claim"
",	cond","other"
"a move","other"
"that would have been unheard of","other"
"when","other"
"Lebanon was effectively a vassal state of Damascus, then indeed Lebanon","other"
"could see the bare beginnings of","other"
"emerging out of chaos through these small attempts","claim"
".","other"
"The political realities in Lebanon are of course more complicated and illusory than this","claim"
".","other"
"Many only see in all of the above feeble attempts","other"
"to deflect from the reality of a total political vaccuum","claim"
".","other"
"Indeed","other"
",","other"
"the Lebanese visa step is obviously not humanitarian","claim"
",","other"
"it is a self","other"
"-","other"
"interested attempt to stem the tide, put a thumb in the dyke, and avoid the emergent chaos in the Middle East","claim"
".","other"
"It would be better","other"
"if	cond","other"
"the Lebanese had the magnamity, or much more importantly, the capacity	cond","claim"
",	cond","other"
"to continue simply","other"
"receiving all Syrians","claim"
",","other"
"but","other"
"they are barely running their own country","claim"
".","other"
"Compassion requires an orderly method and capacities","other"
"in order","other"
"to be effectively pursued","claim"
",","other"
"i.e","other"
"the Lebanese need","other"
"a functioning state of their own to handle such a crisis properly","claim"
".","other"
"Indeed	Modd-NU","other"
",	Modd-NU","other"
"Lebanon has mostly escaped the wars next door not out of wisdom or discipline, or any energetic international diplomacy, but because the memories","other"
"of that conflict are still vivid in the minds of Lebanese adults","claim"
".","other"
"No one will go to war","claim"
"because	Modd-NU","claim"
"they remember","claim"
"what war","claim"
"costs","claim"
",","other"
"and","other"
"because	Modd-NU","other"
"they know","other"
"how little","other"
"they derived from the devastation","claim"
".","other"
"The result of 15 years of fighting was","other"
"that the state was further weakened in favour of sectarianism, cronyism and corruption","claim"
",","other"
"while	Modd-NU","other"
"the Lebanese kept on","other"
"doing","other"
"what","other"
"they do","other"
"best, make money and enjoy life","other"
",","other"
"living for today and certainly not tomorrow","claim"
".","other"
"Meanwhile","other"
",","other"
"social and environmental erosion make","other"
"the country less and less livable","other"
"by the day","claim"
".","other"
"The recent steps however, triggered by political challenges and health risks","other"
",","other"
"signal some early and feeble attempts at a return of the state","other"
",","other"
"or at the very least preserving the semblance of the old order, the shadow of a nation-state, amidst the dark fluidity and chaos surging from there to Kurdistan","claim"
".","other"
"It took the Lebanese 40 years and external pressures","other"
"to begin","other"
"to think about","other"
"getting their house in order","claim"
",","other"
"if	cond","other"
"that is indeed","other"
"what","other"
"is happening today","claim"
".","other"
"Hopefully, it won't take their neighbours","other"
"that long","other"
"to start","other"
"to address the necessary basics of life","claim"
".","other"
"Let the Iraqi Army have its day.","other"
"On January 6, Iraq will hold its annual Army Day parade in Baghdad","premise"
".","other"
"The ceremony evokes mixed feelings amongst Iraqis","claim"
":","other"
"after all","other"
",","other"
"the parade marches under massive crossed swords wielded by giant bronze hands modelled on those of Saddam Hussein himself","claim"
".","other"
"For the Kurds it is an ominous ritual, a leftover from an era","other"
"when","other"
"Baghdad's military power far outstripped that of the Kurds","other"
"and","other"
"when","other"
"Iraqi state power was used ruthlessly against northern rebellions","claim"
".","other"
"The stronger","other"
"the Iraqi army gets","other"
",","other"
"the Kurds reckon, the more chance","other"
"it will be used against Kurdistan again","claim"
".","other"
"Iraq's Sunnis were the leading force within the Iraqi army since its foundation on January 6, 1921","claim"
".","other"
"In general","other"
",","other"
"the Sunnis fondly remember the pre-2003 army as a national institution of unrivalled prestige but view today's Iraqi army as a weak shadow of its former self, dominated by Shia officers","claim"
".","other"
"The views of Iraq's Shia community may be more complex","claim"
".","other"
"Before 2003, the Iraqi military was regularly used as a tool of oppression against the Iraqi Shia","claim"
",","other"
"yet","other"
"many older Shia also remember the army as a symbol of modernity and Arab nationalist pride","claim"
".","other"
"With a Shia-led government in Baghdad, young Shia were beginning","other"
"to recognise the army as a friendly institution","claim"
".","other"
"The collapse of Iraqi army divisions in northern and western Iraq in June 2014 dented the army's reputation, with recent victories being credited to the predominately-Shia popular mobilisation militias (al-Hashd al-Shaabi) or else the tiny cadre of special forces - the so-called Golden Division","claim"
".","other"
"This is a critical year for the Iraqi army","claim"
",","other"
"which is in danger of","other"
"losing its status as the nation's premier armed force","claim"
".","other"
"In 2009","other"
",","other"
"when","other"
"the US-led","other"
"''train and equip''","other"
"effort reached its zenith","other"
",","other"
"the Iraqi army fielded 55 combat brigades with approximately 210,000 troops","premise"
".","other"
"The Iraqi Ministry of Interior (MoI) fielded around 30 smaller brigades","other"
",","other"
"totaling around 120,000 troops","premise"
".","other"
"Today the Iraqi army fields 40 weak brigades with a total combat strength of around 48,000 troops","premise"
".","other"
"In contrast	Modd-NU","other"
",	Modd-NU","other"
"the MoI survived","other"
"the summer comparatively well","other"
"and now fields 24 brigades","other"
",","other"
"totaling around 36,000 troops","premise"
".","other"
"The gap has narrowed between the two security ministries","claim"
".","other"
"In addition to the army and MoI, there are two other security forces","other"
"that are on the rise","claim"
".","other"
"One is the Popular Mobilisation forces","claim"
",","other"
"which seem","other"
"to field approximately 100,000 troops, including a well-trained offensive cadre of around 20,000 fighters","premise"
".","other"
"The final potential force is the National Guard","other"
"that is being considered as an option by Iraqi politicians","claim"
".","other"
"This force would, in theory, be trained, equipped and paid by the federal government","other"
",","other"
"whilst being recruited and operated by the provincial councils","claim"
".","other"
"In a step towards this concept, a 5,000-strong US-equipped Tribal Security Force brigade has been provided with $13.5 million worth of US weapons and training in the new US Department of Defense budget","premise"
".","other"
"It is now up to Iraq's government","other"
"whether","other"
"the country will pay these troops as part of the first National Guard units in the forthcoming 2015 budget","claim"
".","other"
"It is also unclear","other"
"exactly which ministry would administer the training, equipping and paying of National Guard troops: the US-backed Ministry of Defense (MoD) under Minister Khalid al-Ubeidi, a Sunni from Mosul, or the MoI","other"
",","other"
"led by Badr leader Mohammed Ghabban, a close lieutenant of Badr leader Hadi al-Amiri","claim"
".","other"
"The scheme could become a way of","other"
"permanently employing the Popular Mobilisation forces in the National Guard units of the predominately-Shia southern provinces","claim"
".","other"
"With","other"
"the Kurdish Peshmerga representing another large force of around 54 brigades with 113,000 troops","other"
",","other"
"the Iraqi army is thus on-track","other"
"to become one of the smaller security forces in Iraq","claim"
".","other"
"In 2015, the army's performance and the international support provided to Iraq's MoD will be critical factors in","other"
"determining the future of this proud institution","claim"
".","other"
"In the background","other"
",","other"
"the slow process of","other"
"rebuilding the army","other"
"has already begun","claim"
".","other"
"New half-manned brigades are popping up at training bases in Nasiriya, Kirkush and at the collection points for the shattered army divisions across north- central Iraq","premise"
".","other"
"More units will follow in the coming months","claim"
".","other"
"Meanwhile a US-funded $1.6 billion train and equip programme will aim","other"
"to produce a further nine full-strength Iraqi army brigades in 2015","other"
",","other"
"adding a further 45,000 troops to the army and nearly doubling its frontline combat strength","premise"
".","other"
"(Three Peshmerga brigades or 15,000 troops will also be re-equipped under the programme)","premise"
".","other"
"The first of 250 US-provided Mine-Resistant Ambush Protected (MRAP) vehicles have arrived in Iraq, sent directly by the United States at no cost from Afghanistan","premise"
".","other"
"Another 3,496 tactical vehicles (Hummers, trucks, fuel tankers and engineering vehicles) will also be provided to the Iraqi army cost-free by the US military","premise"
",","other"
"and","other"
"Iraq will probably buy a further 1,000 newly-built M1151A1 up-armoured Hummers in 2015","claim"
".","other"
"If","other"
"the US follows through on its pledges of training and equipment","claim"
",","other"
"the Iraqi army could survive its disastrous year in 2014 and play a key role in the struggle","other"
"to evict Islamic State of Iraq","other"
"and","other"
"the Levant (ISIL) forces from cities like Mosul, Tikrit, Ramadi and Fallujah","claim"
".","other"
"The Iraqi army can draw on some illustrious history","claim"
".","other"
"In 1973, it deployed 18,000 troops with 300 tanks","other"
"to save Damascus during the ''October War''","premise"
":","other"
"this feat, mustering and moving an army 1,200km in just six days, remains deeply impressive","claim"
".","other"
"Iraq's five lightning offensives in April, May and June of 1988 shattered the Iranian army and were textbook examples of planning and execution","claim"
".","other"
"If","other"
"the Iraqi army can be rebuilt with Shia, Sunni Arab and Kurdish political support","claim"
",","other"
"and","other"
"if","other"
"the well-led Ministry of Defense can guide the National Guard initiative","claim"
",","other"
"the coming year could witness new Iraqi army victories at Mosul","claim"
".","other"
"Successful operations undertaken by this national institution, with deep roots in the Iraq's history, will be far more beneficial to the country","other"
"than","other"
"victories scored solely by Shia militias or local Sunni uprisings, either of","other"
"which could further fracture Iraq","claim"
".","other"
"Let's see Turkey for what it really is.","other"
"How","other"
"times have changed","claim"
".","other"
"In the 18th century, Russian meddling in Crimea and Syria would have likely led to war with Turkey","claim"
