title,full_text,category,source
Why haven’t Trump’s tariffs crashed the US economy? | Jeffrey Frankel,"<p>Effects on inflation and employment have not been as bad as feared – but could still materialise with full force in 2026</p><p>When Donald Trump took office last January, most economists feared what would happen if he raised tariffs. The expectation was that, as the new duties drove up prices of consumer goods and inputs – affecting households and companies, respectively – surging inflation and falling real incomes would follow. This would be a supply shock, so the US Federal Reserve could not do much to counteract it.</p><p>Trump did raise tariffs to shocking levels, violating <a href=""https://www.aei.org/wp-content/uploads/2025/02/250318_Trump-and-the-World-Economy.pdf?x85095"">international</a> <a href=""https://www.dropbox.com/scl/fi/9ggbn0dgp37jkknk0rxpu/2025-05-13-Jeffrey-Frankel-Taking-a-Sledgehammer-to-US-Global-Leadership-Trump-s-Tariffs.mp4?rlkey=9iw66ek8uh5kyqwnf59ptt6qr&amp;e=2&amp;st=s51qydmr&amp;dl=0ido"">agreements</a> and blowing up the Republican party’s <a href=""https://cepr.org/voxeu/blogs-and-reviews/protectionism-nothing-new-republicans"">oft-professed</a> commitment to free trade. In terms of severity and disruptiveness, Trump’s 2025 tariffs went far beyond the already harmful tariffs of his <a href=""https://www.project-syndicate.org/commentary/america-china-trump-tariffs-economic-cost-by-jeffrey-frankel-2019-05"">first term</a>, and even beyond the infamous <a href=""https://www.senate.gov/artandhistory/history/minute/Senate_Passes_Smoot_Hawley_Tariff.htm"">Smoot-Hawley Act</a> of 1930. According to the Yale Budget Lab, the <a href=""https://budgetlab.yale.edu/research/state-us-tariffs-september-26-2025"">average effective tariff</a> on US imports rose from <a href=""https://taxfoundation.org/research/all/federal/trump-tariffs-trade-war/"">2% to 18%</a>, the highest level since the 1930s, this year. Add to that the uncertainty caused by frequent and inexplicable policy changes, and large <a href=""https://abcnews.go.com/Business/trumps-tariffs-cause-recession-experts/story?id=120329597"">adverse</a> effects on inflation, employment and real incomes appeared all but inevitable.</p> <a href=""https://www.theguardian.com/business/2025/dec/29/donald-trump-tariffs-us-economy-inflation-employment-2026"">Continue reading...</a>",opinion,news
"The BBC tells the story of Britain in a way Netflix simply cannot. In the year to come, please remember that | Tony Hall","<p>I love many shows on the streaming channels, but the BBC is our storyteller. It defines a nation and its culture – and we must defend it</p><ul><li><p>Tony Hall was director general of the BBC between April 2013 and August 2020</p></li></ul><p>Don’t let President Trump cloud the real debate about the BBC. Of course, his demand for damages of <a href=""https://www.bbc.co.uk/news/articles/cpvd81470v1o"">no less than $5bn</a> has dominated our thinking about the corporation over the past few weeks, as has its cause. But let’s get this into perspective. This was a serious own goal and journalists make mistakes. Salvation in this case would have been a line of script between the clips, or once a mistake had been discovered, a very speedy public acknowledgment. Now, though, the BBC is right not to yield on this. It has apologised. And, unlike other broadcasters and institutions in the United States, it doesn’t need the president’s support. This is a chance to demonstrate the BBC’s independence. Fight on.</p><p>But we must not let this derail the conversation about what sort of BBC we all want and need, and I hope that is what dominates discussion in the crucial coming year. The <a href=""https://www.gov.uk/government/consultations/britains-story-the-next-chapter-the-bbc-royal-charter-review-green-paper-and-public-consultation"">government’s green paper</a>, published in December, starts off with a reminder of what, despite all its travails, the BBC delivers for the country. “It’s not just a broadcaster,” says the introduction, “it’s also a national institution … if it did not already exist, we would have to invent it.” The secretary of state, Lisa Nandy, is even more forthright: “I believe the BBC, alongside the NHS, is one of the two most important institutions in our country. While one is fundamental to the health of our people, the other is fundamental to the health of our democracy.” Seeing the BBC not just as a media organisation, but as a cultural organisation helping to define who we are, is crucial to next year’s debate about what we want the BBC to be. It should be seen as part of our social infrastructure.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/bbc-story-britain-netflix-streaming-channels-nation"">Continue reading...</a>",opinion,news
Trump is shamelessly covering America in his name | Mohamad Bazzi,"<p>Using the presidency as a branding opportunity, Trump is slapping his name on buildings, monuments and projects </p><p>In 2011, <a href=""https://www.theguardian.com/us-news/donaldtrump"">Donald Trump</a> published a book with the self-help guru Robert Kiyosaki titled Midas Touch. It’s a typical self-empowerment manual in which the pair expound on the secrets of entrepreneurial success while drawing on their personal experiences. At one point, <a href=""http://digitallibrary.loyolacollegekerala.edu.in:8080/jspui/bitstream/123456789/2104/1/Midas%20Touch_%20Why%20Some%20Entrepreneurs%20Get%20Rich-And%20Why%20Most%20Don_t.pdf"">they write</a>: “Building a brand may be more important than building a business.”</p><p>That was certainly Trump’s approach to business: he was the <a href=""https://www.theguardian.com/us-news/new-york"">New York</a> real estate tycoon who turned his fame into a brand that symbolized luxury and savvy strategy – even if his companies filed for <a href=""https://www.washingtonpost.com/politics/2016/live-updates/general-election/real-time-fact-checking-and-analysis-of-the-first-presidential-debate/fact-check-has-trump-declared-bankruptcy-four-or-six-times/"">bankruptcy six times</a>. Trump spent decades trying to use his name to turn a profit: he owned an airline and a university, and slapped his moniker on vodka, steaks, neckties, board games and even bottled water. Leveraging the fame he gained from the Apprentice TV show, he expanded to licensing Trump-branded global real estate projects built by other developers. In many of these ventures, Trump collected licensing fees, rather than investing his own money, ensuring that he profited even if the <a href=""https://www.nbcnews.com/news/us-news/donald-trump-s-failed-business-ventures-are-back-spotlight-n531906"">businesses collapsed</a>.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/27/trump-is-shamelessly-covering-america-in-his-name"">Continue reading...</a>",opinion,news
I was there: Europe’s dramatic Ryder Cup win signed off a strange week,"<p>Some extraordinary golf was often overshadowed by the Donald, colourful fans, crazy MCs and tempers flaring</p><p>I was out by the practice green late afternoon on the Monday of the Ryder Cup, and so was Bryson DeChambeau. He was on his own, signing autographs for the handful of people on the other side of the railings, and there was this one woman leaning over towards him, a bottle blonde, late middle-aged, in a tight white dress. She was only a couple of feet away from him but she was screaming in his ear like she was trying to reach someone across the far side of the golf course. “We love you Bryson! Bryson! We love you! We love you for everything you’ve done for the Donald! We love you for everything you’ve done for the Donald!”</p><p>It was a long, strange week, and when I think back on it now the golf is entirely overwhelmed by technicolour memories of the weird scenes around the grounds of Bethpage Black and in the surrounding town of Farmingdale. I wish I could say that the things I remember best are that approach shot Scottie Scheffler hit from 180 yards at the 10th, or the 40ft putt Rory McIlroy made on the 6th, or Jon Rahm’s chip-in from the rough at the 8th. But they’re not.</p> <a href=""https://www.theguardian.com/sport/2025/dec/29/i-was-there-europes-dramatic-ryder-cup-win-signed-off-a-strange-week"">Continue reading...</a>",opinion,news
"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security",opinion,news
"I knew all about the NHS’s challenges and flaws. But then as a patient, I saw the love and the magic | Anne Perkins","<p>There is something about the care and professionalism to be seen on a ward that defies abstract analysis: a reminder of what it is to be human</p><p>I watched <a href=""https://www.nationaltheatre.org.uk/productions/nye/"">Nye</a>, the National Theatre’s hit show about Aneurin Bevan, the former Labour MP for Ebbw Vale and his fight to found a national health service, twice. Both times it left me feeling a bit queasy. Bevan is a mighty working-class hero. Probably no other minister, even in that 1945 government of heroes, would have had the vision, the muscle or the sheer energy to make a national health service happen at all in those bleak postwar years, let alone in a way that no incoming government could unpick.</p><p>The NHS sits at the heart of politics and for most of my career in journalism, and charting the crises, the numbers, the arguments, the possibilities and the costs was a staple of my work. You can write all that, you can read about all that, but it can feel very different when events dictate that you cross the line from commentator to patient; when, like me, you pitch up as someone who arrives as an emergency, with a condition that might require major surgery and at least a week of post-operative hospital care – or might just go away of its own accord.</p><p>Anne Perkins is a writer and broadcaster, and a former Guardian correspondent</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/nhs-challenges-flaws-patient-love-magic"">Continue reading...</a>",opinion,opinion
"The BBC tells the story of Britain in a way Netflix simply cannot. In the year to come, please remember that | Tony Hall","<p>I love many shows on the streaming channels, but the BBC is our storyteller. It defines a nation and its culture – and we must defend it</p><ul><li><p>Tony Hall was director general of the BBC between April 2013 and August 2020</p></li></ul><p>Don’t let President Trump cloud the real debate about the BBC. Of course, his demand for damages of <a href=""https://www.bbc.co.uk/news/articles/cpvd81470v1o"">no less than $5bn</a> has dominated our thinking about the corporation over the past few weeks, as has its cause. But let’s get this into perspective. This was a serious own goal and journalists make mistakes. Salvation in this case would have been a line of script between the clips, or once a mistake had been discovered, a very speedy public acknowledgment. Now, though, the BBC is right not to yield on this. It has apologised. And, unlike other broadcasters and institutions in the United States, it doesn’t need the president’s support. This is a chance to demonstrate the BBC’s independence. Fight on.</p><p>But we must not let this derail the conversation about what sort of BBC we all want and need, and I hope that is what dominates discussion in the crucial coming year. The <a href=""https://www.gov.uk/government/consultations/britains-story-the-next-chapter-the-bbc-royal-charter-review-green-paper-and-public-consultation"">government’s green paper</a>, published in December, starts off with a reminder of what, despite all its travails, the BBC delivers for the country. “It’s not just a broadcaster,” says the introduction, “it’s also a national institution … if it did not already exist, we would have to invent it.” The secretary of state, Lisa Nandy, is even more forthright: “I believe the BBC, alongside the NHS, is one of the two most important institutions in our country. While one is fundamental to the health of our people, the other is fundamental to the health of our democracy.” Seeing the BBC not just as a media organisation, but as a cultural organisation helping to define who we are, is crucial to next year’s debate about what we want the BBC to be. It should be seen as part of our social infrastructure.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/bbc-story-britain-netflix-streaming-channels-nation"">Continue reading...</a>",opinion,opinion
The hill I will die on: Pigeons are working-class heroes and deserve some respect | Toussaint Douglass,"<p>These unfairly maligned animals were nuggets for our ancestors and served for the UK during the second world war</p><p></p><p>Is there something I would figuratively die on a hill for? Yes, there is – and as it happens, I’m sitting on a literal hill right now, feeding them. Pigeons. Why pigeons? Because it’s about time they get the respect they deserve.</p><p>I like pigeons. Because they’re like me, working class. You can tell pigeons are working class because every pigeon looks knackered. It’s about this point in the conversation that people politely make their excuses and slowly back away (literally) while avoiding eye contact. No doubt, reading this, you are doing the same (figuratively).</p><p>Toussaint Douglass is a comedian from Lewisham, south London. His show <a href=""https://sohotheatre.com/events/toussaint-douglass-accessible-pigeon-material-2/"">Accessible Pigeon Material</a> will be showing at Soho Theatre, 26-31 January 2026</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/hill-die-on-pigeons-working-class-heroes-deserve-respect"">Continue reading...</a>",opinion,opinion
Is it Twixmas or Twixtmas? And other style guide conundrums we have faced this year at the Guardian | Charlotte Naughton and Katy Guest,"<p>Language is constantly evolving, and it’s our job to keep up – even at Christmas</p><p>Are we in Twixmas or Twixtmas? Do dinosaurs have capital letters? Is space measured in kilometres or miles? These are some of the questions we thought would be easy to answer when we were appointed as editors of <a href=""https://www.theguardian.com/guardian-style-guide-a"">the Guardian</a><strong><a href=""https://www.theguardian.com/guardian-style-guide-a""> </a></strong><a href=""https://www.theguardian.com/guardian-style-guide-a"">style guide</a> in October.</p><p>Journalists on the Guardian contact us every day wanting to know the correct style for the terminology in the articles they are writing or editing, and we need to make a ruling on each, or sometimes update an existing one. If there are style guide queries with obvious answers, we haven’t encountered one yet. One colleague asked if the abbreviation AI had entered the language, and was it necessarily generative or just gen? Another told us that if journalists drop the al- from Arabic names it is just like dropping the Mc from McDonald.</p><p>Charlotte Naughton and Katy Guest are joint editors of <a href=""https://www.theguardian.com/guardian-style-guide-a"">the Guardian’s style guide</a></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/twixmas-twixtmas-style-guide-conundrums-guardian"">Continue reading...</a>",opinion,opinion
The mood was jubilant at Italy’s far-right Atreju festival. But has Meloni’s success peaked? | Jamie Mackay,"<p>The prime minister has been lauded for her country’s growing role on the world stage. But poverty and precarity are forcing vast numbers to emigrate</p><p></p><p>Earlier this month, the gardens of Rome’s Castel Sant’Angelo were filled with families enjoying some unseasonably warm sun by a pop-up ice rink. Teenage couples skated hand in hand, while the watching crowds sipped mulled wine and hot chocolate to a soundtrack of Nat King Cole. At first glance, it <a href=""https://www.theguardian.com/world/2025/dec/12/giorgia-meloni-atreju-brothers-of-italy-far-right"">looked like a normal Christmas market</a>. The stands, however, revealed a different reality. Among the nativity displays and kitsch decorations were adverts for nationalist newspapers and something called “patriot radio”. On a wall near the kids’ play area, a mural depicted an unlikely cast of characters, tracing a lineage from the fascist poet Gabriele D’Annunzio to the late American Maga influencer Charlie Kirk.</p><p>This was the setup I witnessed at this year’s Atreju, Italy’s biggest rightwing festival, which has been running since 1998 as an <a href=""https://www.theguardian.com/world/2025/dec/12/giorgia-meloni-atreju-brothers-of-italy-far-right"">annual celebration of patriotism</a> and nationalism. During the early editions, proud neo-fascists, including black-hooded thugs from street movements such as CasaPound and Forza Nuova, made up a visible portion of the attenders. At this year’s event, however, the Celtic crosses and odal rune tattoos were tucked under well-ironed shirts. The crowd was made up of nerdy students, gen-Z influencers, civil society campaigners and passersby who had been lured off the street by the glittery lights.</p><p>Jamie Mackay is a writer and translator based in Florence<br /></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/29/italy-far-right-atreju-festival-giorgia-meloni"">Continue reading...</a>",opinion,opinion
Need cheering up after a terrible year? I may have just the story you’re looking for | Martin Kettle,"<p>A single act of kindness reminded me that, despite so much evidence to the contrary, the better angels of our nature are not necessarily doomed</p><p>Perhaps you are searching for reasons to be cheerful at the end of what has been a particularly dispiriting year? In that case, read on. In November, I was on a train travelling into London. When I got off the train and headed for the ticket barrier, I realised I didn’t have my wallet. I knew that I had it when I boarded. I made an undignified scrabble and search through my coat, jacket and trouser pockets that deserved the comic skills of a Charlie Chaplin or Jacques Tati. There was, though, no mistake. I had somehow managed to leave my wallet on the train.</p><p>A nice station attendant took the details and said he would pass the message down the line. I left him my mobile number. But it was rush hour, the man pointed out, and the chances of getting the wallet back had probably vanished with the departing train. Meanwhile I rang my bank and eventually succeeded in cancelling my cards. I felt horribly stupid, old and embarrassed. I went for a drink with friends and felt sorry for myself.</p><p>Martin Kettle is a Guardian columnist</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/28/need-cheering-up-after-a-terrible-year-i-may-have-just-the-story-youre-looking-for"">Continue reading...</a>",opinion,opinion
US strikes on IS targets in Nigeria may only fan the flames of insurgent violence | Onyedikachi Madueke,"<p>The public is looking for relief from terrorism and violence. But Donald Trump’s words bolster narratives of foreign ‘crusader’ aggression</p><p>The response of Nigerians to the <a href=""https://www.theguardian.com/us-news/2025/dec/25/us-carries-out-airstrikes-against-islamic-state-terrorist-scum-in-nigeria-trump-says"">airstrikes</a> against Islamic State (IS) targets in Sokoto state, north-western Nigeria are complicated. The rationale behind them has been widely opposed, but the strikes themselves have been welcomed.</p><p>The airstrikes were framed as a response to what have been described as genocidal <a href=""https://www.cbsnews.com/news/u-s-launches-strikes-on-isis-targets-in-nigeria-trump-says/"">attacks on Christians</a> in the country. But the Nigerian authorities have consistently <a href=""https://guardian.ng/news/nigerian-officials-reject-christian-genocide-claims-in-talks-with-us-congressman/"">rejected</a> this narrative, arguing that armed groups in the country do not discriminate based on religion, and that Christians and Muslims largely coexist peacefully. Ironically, it was Trump’s redesignation of Nigeria as a “<a href=""https://www.theguardian.com/us-news/2025/nov/01/trump-nigeria-christian-persecution"">country of particular concern</a>” in November that deepened Muslim-Christian tensions. Many northerners, who are predominantly Muslim, blamed southern Nigerians for championing a narrative that ultimately resulted in US sanctions and international stigma.</p><p>Onyedikachi Madueke is a security analyst at the University of Aberdeen</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/28/us-strikes-nigeria-donald-trump-crusader-terrorism-is-targets"">Continue reading...</a>",opinion,opinion
"Through the lens of history, Trump's legacy will be more of a blotch than a Maga masterpiece | Simon Tisdall","<p>Take this hopeful thought into 2026: the tyrants we endure always falter, and their ‘seismic’ upheavals are usually false dawns</p><p>For those who lived through the cold war, the fall of the Berlin Wall on 9 November 1989, was an unforgettable moment. The sinister watch towers with their searchlights and armed guards, the minefields in no-man’s land, the notorious Checkpoint Charlie border post, and the Wall itself – <a href=""https://www.theguardian.com/world/from-the-archive-blog/2019/oct/30/the-fall-of-the-berlin-wall-archive-november-1989"">all were swept aside</a> in an extraordinary, popular lunge for freedom.</p><p>Less than a month later, on 3 December 1989, at a summit in Malta, US president George HW Bush and Soviet leader Mikhail Gorbachev declared that after more than 40 years, <a href=""https://www.theguardian.com/world/2024/nov/27/malta-summit-ends-the-cold-war-archive-1989"">the cold war was over</a>. All agreed it was a historic turning point.</p><p>Simon Tisdall is a Guardian foreign affairs commentator</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/28/donald-trump-legacy-maga-2026-tyrants"">Continue reading...</a>",opinion,opinion
A conversation between Joe Rogan and Mel Gibson summed up 2025 for me – and not in a good way | George Monbiot,"<p>From merrily dismissing climate science, to promoting irresponsible health claims, the podcast was an unintentional warning for our times </p><p>Looking back on this crazy year, one event, right at the start, seems to me to encapsulate the whole. In January, recording his podcast in a studio in Austin, Texas, the host, Joe Rogan, and the actor Mel Gibson <a href=""https://www.youtube.com/watch?v=1rYtrS5IbrQ"">merrily dissed climate science</a>. At the same time, about 1,200 miles away in California, Gibson’s $14m <a href=""https://www.hollywoodreporter.com/news/general-news/mel-gibson-wildfires-malibu-house-burned-down-joe-rogan-1236106022/"">home was being incinerated</a> in the Palisades wildfire. In this and other respects, their discussion could be seen as prefiguring the entire 12 months.</p><p>The loss of his house hadn’t been confirmed at the time of the interview, but Gibson said his son had just sent him “a video of my neighbourhood, and it’s in flames. It looks like an inferno.” According to World Weather Attribution, January’s fires in California were made <a href=""https://www.worldweatherattribution.org/climate-change-increased-the-likelihood-of-wildfire-disaster-in-highly-exposed-los-angeles-area/"">significantly more likely</a> by climate breakdown. Factors such as the extreme lack of rainfall and stronger winds made such fires both more likely to happen and more intense than they would have been without human-caused global heating.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/27/mel-gibson-denies-climate-breakdown-home-burns-joe-rogan"">Continue reading...</a>",opinion,opinion
Sign up to Matters of Opinion: a weekly newsletter from our columnists and writers,"<p>Guardian columnists and writers on what they’ve been debating, thinking about, reading, and more</p> <a href=""https://www.theguardian.com/global/2025/jun/26/sign-up-to-matters-of-opinion-a-weekly-discussion-from-our-columnists-and-writers"">Continue reading...</a>",opinion,opinion
Ella Baron on Trump and Zelenskyy’s Ukraine peace talks – cartoon,"<a href=""https://www.theguardian.com/commentisfree/picture/2025/dec/28/ella-baron-trump-zelenskyy-ukraine-peace-talks-cartoon"">Continue reading...</a>",opinion,opinion
The Guardian view on the new space race: humanity risks exporting its old politics to the moon | Editorial,"<p>Over the holiday period, the Guardian leader column is looking ahead at the themes of 2026. Today we look skyward, where a new lunar contest mirrors humanity’s struggle to live within planetary limits</p><p>During the cold war’s space race, the Apollo moon missions were driven by the need to prove American superiority. Having made that political and technological point with the 1969 moon landing, the contest between Moscow and Washington petered out. A new dash across the skies kicks off in <a href=""https://www.bbc.co.uk/news/articles/cxwwjlrk1mlo"">2026</a>, reigniting geopolitical competition under the guise of “<a href=""https://www.nasa.gov/artemis-accords/"">peaceful exploration</a>”. The moon’s south pole is emerging as the most valuable <a href=""https://qz.com/1512196/the-peaks-of-eternal-light-are-the-most-valuable-real-estate-on-the-moon"">real estate </a>in the solar system, offering “<a href=""https://en.wikipedia.org/wiki/Peak_of_eternal_light"">peaks of eternal light</a>” for solar arrays and<a href=""https://www.weforum.org/stories/2023/08/space-water-ice-moon-south-pole/""> ice deposits</a> in craters shielded from&nbsp;the&nbsp;sun.</p><p>The US and a China-led bloc are eyeing the lunar surface and its potential to control a post-terrestrial economy. Space had been humanity’s last commons, supposedly shielded by the 1967 UN outer space treaty that bans state exploitation of the heavens. It is vague, however, on private claims – a loophole that is now fuelling a tycoon-led scramble for the stars. The aim is obvious: to act first, shape norms and dare others to object. Two lunar missions launching next year– Nasa’s <a href=""https://www.reuters.com/science/first-us-artemis-astronaut-mission-around-moon-track-april-officials-say-2025-09-23/"">Artemis II</a> and China’s <a href=""https://www.scmp.com/news/china/science/article/3329997/china-led-moon-missions-water-probe-will-be-first-humanity-space-agency"">Chang’e 7</a> – are competing for strategic supremacy.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/28/the-guardian-view-on-the-new-space-race-humanity-risks-exporting-its-old-politics-to-the-moon"">Continue reading...</a>",opinion,opinion
The Guardian view on adapting to the climate crisis: it demands political honesty about extreme weather | Editorial,"<p>Over the holiday period, the Guardian leader column is looking ahead at the themes of 2026. Today we look at how the struggle to adapt to a dangerously warming world has become a test of global justice</p><p>The record-breaking 252mph winds of Hurricane Melissa that devastated Caribbean islands at the end of October were made <a href=""https://www.theguardian.com/world/2025/nov/06/hurricane-melissa-storm-strength-climate-crisis"">five times more</a> likely by the climate crisis. <a href=""https://www.theguardian.com/environment/2025/sep/04/spain-portugal-wildfire-weather-climate-crisis-study"">Scorching wildfire weather</a> in Spain and Portugal during the summer was made 40 times more likely, while June’s <a href=""https://www.theguardian.com/environment/2025/jun/20/england-weekend-heatwave-worse-climate-crisis"">heatwave in England</a> was made 100 times more likely.</p><p><a href=""https://www.theguardian.com/environment/2024/nov/18/how-do-we-know-that-the-climate-crisis-is-to-blame-for-extreme-weather"">Attribution science</a> has made one thing clear: global heating is behind today’s extreme weather. That greenhouse gas emissions warmed the planet was understood. What can now be shown is that this warming produces record heatwaves and more violent storms with increasing frequency.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/26/the-guardian-view-on-adapting-to-the-climate-crisis-it-demands-political-honesty-about-extreme-weather"">Continue reading...</a>",opinion,opinion
The Guardian view on May 2026 elections: a new political geography is coming into view across Britain | Editorial,"<p>Over the holiday period, the Guardian leader column is looking ahead at the themes of 2026. Today we look at the impact of devolution on growing volatility of party political allegiance</p><p>Next year will be pivotal in British politics, and 7 May will be the point around which things pivot. Elections to local councils, the Scottish parliament and the Welsh Senedd will give millions of voters across the UK a chance to express party preferences. Their verdicts could imperil Labour and Conservative leaders. In Wales, Labour might be sent into opposition for the first time since devolution. <a href=""https://www.theguardian.com/politics/2025/oct/22/caerphilly-byelection-welsh-politics-labour"">Plaid Cymru and Reform UK</a> are set to make substantial gains. At Holyrood, <a href=""https://www.theguardian.com/politics/2025/oct/10/snp-holyrood-scottish-parliament-election-party-conference"">the Scottish National party (SNP)</a> is on course for a majority. That would be an extraordinary defiance of political gravity for a party weighed down by nearly two decades of incumbency.</p><p>In England, both Labour and the Tories risk losing scores of councillors as their vote shares are gobbled up by the <a href=""https://www.theguardian.com/politics/2025/sep/23/lib-dems-aiming-to-go-big-as-they-eye-electoral-opportunity-ed-davey-party-conference"">Liberal Democrats</a>, <a href=""https://www.theguardian.com/politics/2025/may/02/farage-reform-uk-local-elections-beginning-of-the-end-for-tories"">Reform UK</a> and the <a href=""https://www.theguardian.com/politics/2022/may/06/greens-local-election-results-2022-gains"">Greens</a>. Those results will be taken as evidence that Sir Keir Starmer and Kemi Badenoch are failing as leaders. But it would be a mistake to filter the results only through that lens. The fragmentation of national allegiances began&nbsp;much&nbsp;longer ago.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our <a href=""https://www.theguardian.com/letters"">letters</a> section, please <a href=""mailto:mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20underneath%20your%20letter.%20Letters%20are%20usually%20published%20with%20the%20author’s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20if%20your%20letter%20is%20used."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/25/the-guardian-view-on-may-2026-elections-a-new-political-geography-is-coming-into-view-across-britain"">Continue reading...</a>",opinion,opinion
"The Guardian view on the festive season: a suffering world needs messages of peace, hope and goodwill | Editorial","<p>The fracturing multilateral order has led to a new age of insecurity. But acts of courage and solidarity can point the way to a better future</p><p>In one of his last <a href=""https://richardmburgess.com/assets/docs/rom_8_Tillich_-_Right_to_Hope.202131455.pdf"">sermons</a>, the great Christian theologian and philosopher Paul Tillich asked: “Do&nbsp;we&nbsp;have a right to hope?” As an army chaplain to German forces during the first world war and a refugee from Nazi Germany, Tillich had witnessed first-hand some of the horrors of the 20th century. But his answer to the question he posed in 1965 was yes. Nobody could live without hope, Tillich told his Harvard audience, even if it led “through the narrows of a painful and courageous ‘in-spite-of’”.</p><p>Sixty years on, a similar spirit of defiant optimism is needed to navigate our own era of conflict and anxiety. The fourth anniversary of Vladimir Putin’s invasion of Ukraine is approaching, and dark political forces menace the social fabric of western liberal democracies. More widely, a fracturing multilateral order is delivering a more unstable and threatening&nbsp;world.</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/23/the-guardian-view-on-the-festive-season-a-suffering-world-needs-messages-of-peace-hope-and-goodwill"">Continue reading...</a>",opinion,opinion
"In Gaza we’re trapped in an endless maze of waiting – for peace, for the deaths to stop and for our lives to begin again | Aya Al-Hattab","<p>A ceasefire was announced on 10 October. But despite ‘peace’ being on the lips of world leaders ever since, we Palestinians are still under siege and afraid</p><p>Here in Gaza we hear the word “peace” constantly – even more often than we hear the roar of warplanes or the thuds of shelling. It appears on television screens, in the statements of world leaders, in promises repeated again and again. Every country claims to want peace for Palestinians. Yet have we ever lived it for a single day? The truth is that we have not.</p><p>We are now living under a ceasefire, or at least that is what the US and the rest of the world have been telling us. But in Gaza, we haven’t felt it at all. It was <a href=""https://www.bbc.co.uk/news/articles/c75q2w4g4y5o"">announced on 10 October,</a> amid great celebrations in Sharm el-Sheikh. Since then, Israeli forces have killed <a href=""https://www.theguardian.com/news/ng-interactive/2025/dec/06/bloodshed-was-supposed-to-stop-no-sign-of-normal-life-as-gazas-killing-and-misery-grind-on"">more than 360 Palestinians</a>, including about 70 children, in Gaza.<strong> </strong>Because of the explosions I keep hearing, I am still afraid to leave the house. We are trapped in an endless maze of waiting: for the suffering to stop, for our lives to begin again and above all, for the<strong> </strong>death to end.</p> <a href=""https://www.theguardian.com/commentisfree/2025/dec/26/gaza-trapped-maze-peace-deaths-ceasefire-palestinians"">Continue reading...</a>",opinion,opinion
